<<<<<<< HEAD
<<<<<<< HEAD
2023-09-25 11:48:50 ------- Simulation started
2023-09-25 11:48:50 ------- The ship landed at Coordinate[x=6, y=6]
2023-09-25 11:48:50 ------- STEP: 0, EVENT: The rover has been deployed, UNIT: rover-1,POSITION [7,5]
2023-09-25 11:48:50 ------- STEP: 354, EVENT: POSITION, UNIT: rover-1,POSITION [2,25]
2023-09-25 11:48:50 ------- STEP: 354, EVENT: SCAN, UNIT: rover-1,POSITION [2,25]
2023-09-25 11:48:50 ------- STEP: 355, EVENT: POSITION, UNIT: rover-1,POSITION [3,25]
2023-09-25 11:48:50 ------- STEP: 355, EVENT: SCAN, UNIT: rover-1,POSITION [3,25]
2023-09-25 11:48:50 ------- STEP: 356, EVENT: POSITION, UNIT: rover-1,POSITION [4,26]
2023-09-25 11:48:50 ------- STEP: 356, EVENT: SCAN, UNIT: rover-1,POSITION [4,26]
2023-09-25 11:48:50 ------- STEP: 357, EVENT: POSITION, UNIT: rover-1,POSITION [5,25]
2023-09-25 11:48:50 ------- STEP: 357, EVENT: SCAN, UNIT: rover-1,POSITION [5,25]
2023-09-25 11:48:50 ------- STEP: 358, EVENT: POSITION, UNIT: rover-1,POSITION [4,25]
2023-09-25 11:48:50 ------- STEP: 358, EVENT: SCAN, UNIT: rover-1,POSITION [4,25]
2023-09-25 11:48:50 ------- STEP: 359, EVENT: POSITION, UNIT: rover-1,POSITION [4,24]
2023-09-25 11:48:50 ------- STEP: 359, EVENT: SCAN, UNIT: rover-1,POSITION [4,24]
2023-09-25 11:48:50 ------- STEP: 360, EVENT: POSITION, UNIT: rover-1,POSITION [5,24]
2023-09-25 11:48:50 ------- STEP: 360, EVENT: SCAN, UNIT: rover-1,POSITION [5,24]
2023-09-25 11:48:50 ------- STEP: 361, EVENT: POSITION, UNIT: rover-1,POSITION [6,25]
2023-09-25 11:48:50 ------- STEP: 361, EVENT: SCAN, UNIT: rover-1,POSITION [6,25]
2023-09-25 11:48:50 ------- STEP: 362, EVENT: POSITION, UNIT: rover-1,POSITION [7,25]
2023-09-25 11:48:50 ------- STEP: 362, EVENT: SCAN, UNIT: rover-1,POSITION [7,25]
2023-09-25 11:48:50 ------- STEP: 363, EVENT: POSITION, UNIT: rover-1,POSITION [6,26]
2023-09-25 11:48:50 ------- STEP: 363, EVENT: SCAN, UNIT: rover-1,POSITION [6,26]
2023-09-25 11:48:50 ------- STEP: 364, EVENT: POSITION, UNIT: rover-1,POSITION [7,27]
2023-09-25 11:48:50 ------- STEP: 364, EVENT: SCAN, UNIT: rover-1,POSITION [7,27]
2023-09-25 11:48:50 ------- STEP: 365, EVENT: POSITION, UNIT: rover-1,POSITION [8,28]
2023-09-25 11:48:50 ------- STEP: 365, EVENT: SCAN, UNIT: rover-1,POSITION [8,28]
2023-09-25 11:48:50 ------- STEP: 366, EVENT: POSITION, UNIT: rover-1,POSITION [8,29]
2023-09-25 11:48:50 ------- STEP: 366, EVENT: SCAN, UNIT: rover-1,POSITION [8,29]
2023-09-25 11:48:50 ------- STEP: 367, EVENT: POSITION, UNIT: rover-1,POSITION [9,29]
2023-09-25 11:48:50 ------- STEP: 367, EVENT: SCAN, UNIT: rover-1,POSITION [9,29]
2023-09-25 11:48:50 ------- STEP: 368, EVENT: POSITION, UNIT: rover-1,POSITION [9,28]
2023-09-25 11:48:50 ------- STEP: 368, EVENT: SCAN, UNIT: rover-1,POSITION [9,28]
2023-09-25 11:48:50 ------- STEP: 369, EVENT: POSITION, UNIT: rover-1,POSITION [10,27]
2023-09-25 11:48:50 ------- STEP: 369, EVENT: SCAN, UNIT: rover-1,POSITION [10,27]
2023-09-25 11:48:50 ------- STEP: 370, EVENT: POSITION, UNIT: rover-1,POSITION [11,28]
2023-09-25 11:48:50 ------- STEP: 370, EVENT: SCAN, UNIT: rover-1,POSITION [11,28]
2023-09-25 11:48:50 ------- STEP: 371, EVENT: POSITION, UNIT: rover-1,POSITION [11,27]
2023-09-25 11:48:50 ------- STEP: 371, EVENT: SCAN, UNIT: rover-1,POSITION [11,27]
2023-09-25 11:48:50 ------- STEP: 372, EVENT: POSITION, UNIT: rover-1,POSITION [12,28]
2023-09-25 11:48:50 ------- STEP: 372, EVENT: SCAN, UNIT: rover-1,POSITION [12,28]
2023-09-25 11:48:50 ------- STEP: 373, EVENT: POSITION, UNIT: rover-1,POSITION [13,29]
2023-09-25 11:48:50 ------- STEP: 373, EVENT: SCAN, UNIT: rover-1,POSITION [13,29]
2023-09-25 11:48:50 ------- STEP: 374, EVENT: POSITION, UNIT: rover-1,POSITION [13,28]
2023-09-25 11:48:50 ------- STEP: 374, EVENT: SCAN, UNIT: rover-1,POSITION [13,28]
2023-09-25 11:48:50 ------- STEP: 375, EVENT: POSITION, UNIT: rover-1,POSITION [12,29]
2023-09-25 11:48:50 ------- STEP: 375, EVENT: SCAN, UNIT: rover-1,POSITION [12,29]
2023-09-25 11:48:50 ------- STEP: 376, EVENT: POSITION, UNIT: rover-1,POSITION [12,30]
2023-09-25 11:48:50 ------- STEP: 376, EVENT: SCAN, UNIT: rover-1,POSITION [12,30]
2023-09-25 11:48:50 ------- STEP: 377, EVENT: POSITION, UNIT: rover-1,POSITION [11,31]
2023-09-25 11:48:50 ------- STEP: 377, EVENT: SCAN, UNIT: rover-1,POSITION [11,31]
2023-09-25 11:48:50 ------- STEP: 378, EVENT: POSITION, UNIT: rover-1,POSITION [10,30]
2023-09-25 11:48:50 ------- STEP: 378, EVENT: SCAN, UNIT: rover-1,POSITION [10,30]
2023-09-25 11:48:50 ------- STEP: 379, EVENT: POSITION, UNIT: rover-1,POSITION [9,30]
2023-09-25 11:48:50 ------- STEP: 379, EVENT: SCAN, UNIT: rover-1,POSITION [9,30]
2023-09-25 11:48:50 ------- STEP: 380, EVENT: POSITION, UNIT: rover-1,POSITION [10,31]
2023-09-25 11:48:50 ------- STEP: 380, EVENT: SCAN, UNIT: rover-1,POSITION [10,31]
2023-09-25 11:48:50 ------- STEP: 381, EVENT: POSITION, UNIT: rover-1,POSITION [9,32]
2023-09-25 11:48:50 ------- STEP: 381, EVENT: SCAN, UNIT: rover-1,POSITION [9,32]
2023-09-25 11:48:50 ------- STEP: 382, EVENT: POSITION, UNIT: rover-1,POSITION [8,33]
2023-09-25 11:48:50 ------- STEP: 382, EVENT: SCAN, UNIT: rover-1,POSITION [8,33]
2023-09-25 11:48:50 ------- STEP: 383, EVENT: POSITION, UNIT: rover-1,POSITION [7,34]
2023-09-25 11:48:50 ------- STEP: 383, EVENT: SCAN, UNIT: rover-1,POSITION [7,34]
2023-09-25 11:48:50 ------- STEP: 384, EVENT: POSITION, UNIT: rover-1,POSITION [8,34]
2023-09-25 11:48:50 ------- STEP: 384, EVENT: SCAN, UNIT: rover-1,POSITION [8,34]
2023-09-25 11:48:50 ------- STEP: 385, EVENT: POSITION, UNIT: rover-1,POSITION [9,33]
2023-09-25 11:48:50 ------- STEP: 385, EVENT: SCAN, UNIT: rover-1,POSITION [9,33]
2023-09-25 11:48:50 ------- STEP: 386, EVENT: POSITION, UNIT: rover-1,POSITION [10,32]
2023-09-25 11:48:50 ------- STEP: 386, EVENT: SCAN, UNIT: rover-1,POSITION [10,32]
2023-09-25 11:48:50 ------- STEP: 387, EVENT: POSITION, UNIT: rover-1,POSITION [9,31]
2023-09-25 11:48:50 ------- STEP: 387, EVENT: SCAN, UNIT: rover-1,POSITION [9,31]
2023-09-25 11:48:50 ------- STEP: 388, EVENT: POSITION, UNIT: rover-1,POSITION [8,32]
2023-09-25 11:48:50 ------- STEP: 388, EVENT: SCAN, UNIT: rover-1,POSITION [8,32]
2023-09-25 11:48:50 ------- STEP: 389, EVENT: POSITION, UNIT: rover-1,POSITION [7,31]
2023-09-25 11:48:50 ------- STEP: 389, EVENT: SCAN, UNIT: rover-1,POSITION [7,31]
2023-09-25 11:48:50 ------- STEP: 390, EVENT: POSITION, UNIT: rover-1,POSITION [7,32]
2023-09-25 11:48:50 ------- STEP: 390, EVENT: SCAN, UNIT: rover-1,POSITION [7,32]
2023-09-25 11:48:50 ------- STEP: 391, EVENT: POSITION, UNIT: rover-1,POSITION [6,32]
2023-09-25 11:48:50 ------- STEP: 391, EVENT: SCAN, UNIT: rover-1,POSITION [6,32]
2023-09-25 11:48:50 ------- STEP: 392, EVENT: POSITION, UNIT: rover-1,POSITION [5,31]
2023-09-25 11:48:50 ------- STEP: 392, EVENT: SCAN, UNIT: rover-1,POSITION [5,31]
2023-09-25 11:48:50 ------- STEP: 393, EVENT: POSITION, UNIT: rover-1,POSITION [4,32]
2023-09-25 11:48:50 ------- STEP: 393, EVENT: SCAN, UNIT: rover-1,POSITION [4,32]
2023-09-25 11:48:50 ------- STEP: 394, EVENT: POSITION, UNIT: rover-1,POSITION [5,33]
2023-09-25 11:48:50 ------- STEP: 394, EVENT: SCAN, UNIT: rover-1,POSITION [5,33]
2023-09-25 11:48:50 ------- STEP: 395, EVENT: POSITION, UNIT: rover-1,POSITION [5,34]
2023-09-25 11:48:50 ------- STEP: 395, EVENT: SCAN, UNIT: rover-1,POSITION [5,34]
2023-09-25 11:48:50 ------- STEP: 396, EVENT: POSITION, UNIT: rover-1,POSITION [6,34]
2023-09-25 11:48:50 ------- STEP: 396, EVENT: SCAN, UNIT: rover-1,POSITION [6,34]
2023-09-25 11:48:50 ------- STEP: 397, EVENT: POSITION, UNIT: rover-1,POSITION [5,35]
2023-09-25 11:48:50 ------- STEP: 397, EVENT: SCAN, UNIT: rover-1,POSITION [5,35]
2023-09-25 11:48:50 ------- STEP: 398, EVENT: POSITION, UNIT: rover-1,POSITION [4,35]
2023-09-25 11:48:50 ------- STEP: 398, EVENT: SCAN, UNIT: rover-1,POSITION [4,35]
2023-09-25 11:48:50 ------- STEP: 399, EVENT: POSITION, UNIT: rover-1,POSITION [3,36]
2023-09-25 11:48:50 ------- STEP: 399, EVENT: SCAN, UNIT: rover-1,POSITION [3,36]
2023-09-25 11:48:50 ------- STEP: 400, EVENT: POSITION, UNIT: rover-1,POSITION [2,36]
2023-09-25 11:48:50 ------- STEP: 400, EVENT: SCAN, UNIT: rover-1,POSITION [2,36]
2023-09-25 11:48:50 ------- STEP: 401, EVENT: POSITION, UNIT: rover-1,POSITION [1,36]
2023-09-25 11:48:50 ------- STEP: 401, EVENT: SCAN, UNIT: rover-1,POSITION [1,36]
2023-09-25 11:48:50 ------- STEP: 402, EVENT: POSITION, UNIT: rover-1,POSITION [2,37]
2023-09-25 11:48:50 ------- STEP: 402, EVENT: SCAN, UNIT: rover-1,POSITION [2,37]
2023-09-25 11:48:50 ------- STEP: 403, EVENT: POSITION, UNIT: rover-1,POSITION [2,38]
2023-09-25 11:48:50 ------- STEP: 403, EVENT: SCAN, UNIT: rover-1,POSITION [2,38]
2023-09-25 11:48:50 ------- STEP: 404, EVENT: POSITION, UNIT: rover-1,POSITION [1,39]
2023-09-25 11:48:50 ------- STEP: 404, EVENT: SCAN, UNIT: rover-1,POSITION [1,39]
2023-09-25 11:48:50 ------- STEP: 405, EVENT: POSITION, UNIT: rover-1,POSITION [0,39]
2023-09-25 11:48:50 ------- STEP: 405, EVENT: SCAN, UNIT: rover-1,POSITION [0,39]
2023-09-25 11:48:50 ------- STEP: 406, EVENT: POSITION, UNIT: rover-1,POSITION [0,40]
2023-09-25 11:48:50 ------- STEP: 406, EVENT: SCAN, UNIT: rover-1,POSITION [0,40]
2023-09-25 11:48:50 ------- STEP: 407, EVENT: POSITION, UNIT: rover-1,POSITION [0,41]
2023-09-25 11:48:50 ------- STEP: 407, EVENT: SCAN, UNIT: rover-1,POSITION [0,41]
2023-09-25 11:48:50 ------- STEP: 408, EVENT: POSITION, UNIT: rover-1,POSITION [1,41]
2023-09-25 11:48:50 ------- STEP: 408, EVENT: SCAN, UNIT: rover-1,POSITION [1,41]
2023-09-25 11:48:50 ------- STEP: 409, EVENT: POSITION, UNIT: rover-1,POSITION [2,40]
2023-09-25 11:48:50 ------- STEP: 409, EVENT: SCAN, UNIT: rover-1,POSITION [2,40]
2023-09-25 11:48:50 ------- STEP: 410, EVENT: POSITION, UNIT: rover-1,POSITION [3,40]
2023-09-25 11:48:50 ------- STEP: 410, EVENT: SCAN, UNIT: rover-1,POSITION [3,40]
2023-09-25 11:48:50 ------- STEP: 411, EVENT: POSITION, UNIT: rover-1,POSITION [4,39]
2023-09-25 11:48:50 ------- STEP: 411, EVENT: SCAN, UNIT: rover-1,POSITION [4,39]
2023-09-25 11:48:50 ------- STEP: 412, EVENT: POSITION, UNIT: rover-1,POSITION [5,38]
2023-09-25 11:48:50 ------- STEP: 412, EVENT: SCAN, UNIT: rover-1,POSITION [5,38]
2023-09-25 11:48:50 ------- STEP: 413, EVENT: POSITION, UNIT: rover-1,POSITION [6,37]
2023-09-25 11:48:50 ------- STEP: 413, EVENT: SCAN, UNIT: rover-1,POSITION [6,37]
2023-09-25 11:48:50 ------- STEP: 414, EVENT: POSITION, UNIT: rover-1,POSITION [5,36]
2023-09-25 11:48:50 ------- STEP: 414, EVENT: SCAN, UNIT: rover-1,POSITION [5,36]
2023-09-25 11:48:50 ------- STEP: 415, EVENT: POSITION, UNIT: rover-1,POSITION [6,36]
2023-09-25 11:48:50 ------- STEP: 415, EVENT: SCAN, UNIT: rover-1,POSITION [6,36]
2023-09-25 11:48:50 ------- STEP: 416, EVENT: POSITION, UNIT: rover-1,POSITION [5,37]
2023-09-25 11:48:50 ------- STEP: 416, EVENT: SCAN, UNIT: rover-1,POSITION [5,37]
2023-09-25 11:48:50 ------- STEP: 417, EVENT: POSITION, UNIT: rover-1,POSITION [6,38]
2023-09-25 11:48:50 ------- STEP: 417, EVENT: SCAN, UNIT: rover-1,POSITION [6,38]
2023-09-25 11:48:50 ------- STEP: 418, EVENT: POSITION, UNIT: rover-1,POSITION [7,38]
2023-09-25 11:48:50 ------- STEP: 418, EVENT: SCAN, UNIT: rover-1,POSITION [7,38]
2023-09-25 11:48:50 ------- STEP: 419, EVENT: POSITION, UNIT: rover-1,POSITION [8,39]
2023-09-25 11:48:50 ------- STEP: 419, EVENT: SCAN, UNIT: rover-1,POSITION [8,39]
2023-09-25 11:48:50 ------- STEP: 420, EVENT: POSITION, UNIT: rover-1,POSITION [7,40]
2023-09-25 11:48:50 ------- STEP: 420, EVENT: SCAN, UNIT: rover-1,POSITION [7,40]
2023-09-25 11:48:50 ------- STEP: 421, EVENT: POSITION, UNIT: rover-1,POSITION [6,41]
2023-09-25 11:48:50 ------- STEP: 421, EVENT: SCAN, UNIT: rover-1,POSITION [6,41]
2023-09-25 11:48:50 ------- STEP: 422, EVENT: POSITION, UNIT: rover-1,POSITION [5,40]
2023-09-25 11:48:50 ------- STEP: 422, EVENT: SCAN, UNIT: rover-1,POSITION [5,40]
2023-09-25 11:48:50 ------- STEP: 423, EVENT: POSITION, UNIT: rover-1,POSITION [6,39]
2023-09-25 11:48:50 ------- STEP: 423, EVENT: SCAN, UNIT: rover-1,POSITION [6,39]
2023-09-25 11:48:50 ------- STEP: 424, EVENT: POSITION, UNIT: rover-1,POSITION [5,39]
2023-09-25 11:48:50 ------- STEP: 424, EVENT: SCAN, UNIT: rover-1,POSITION [5,39]
2023-09-25 11:48:50 ------- STEP: 425, EVENT: POSITION, UNIT: rover-1,POSITION [4,38]
2023-09-25 11:48:50 ------- STEP: 425, EVENT: SCAN, UNIT: rover-1,POSITION [4,38]
2023-09-25 11:48:50 ------- STEP: 426, EVENT: POSITION, UNIT: rover-1,POSITION [3,39]
2023-09-25 11:48:50 ------- STEP: 426, EVENT: SCAN, UNIT: rover-1,POSITION [3,39]
2023-09-25 11:48:50 ------- STEP: 427, EVENT: POSITION, UNIT: rover-1,POSITION [3,38]
2023-09-25 11:48:50 ------- STEP: 427, EVENT: SCAN, UNIT: rover-1,POSITION [3,38]
2023-09-25 11:48:50 ------- STEP: 428, EVENT: POSITION, UNIT: rover-1,POSITION [2,39]
2023-09-25 11:48:50 ------- STEP: 428, EVENT: SCAN, UNIT: rover-1,POSITION [2,39]
2023-09-25 11:48:50 ------- STEP: 429, EVENT: POSITION, UNIT: rover-1,POSITION [1,40]
2023-09-25 11:48:50 ------- STEP: 429, EVENT: SCAN, UNIT: rover-1,POSITION [1,40]
2023-09-25 11:48:50 ------- STEP: 430, EVENT: POSITION, UNIT: rover-1,POSITION [2,41]
2023-09-25 11:48:50 ------- STEP: 430, EVENT: SCAN, UNIT: rover-1,POSITION [2,41]
2023-09-25 11:48:50 ------- STEP: 431, EVENT: POSITION, UNIT: rover-1,POSITION [1,42]
2023-09-25 11:48:50 ------- STEP: 431, EVENT: SCAN, UNIT: rover-1,POSITION [1,42]
2023-09-25 11:48:50 ------- STEP: 432, EVENT: POSITION, UNIT: rover-1,POSITION [0,42]
2023-09-25 11:48:50 ------- STEP: 432, EVENT: SCAN, UNIT: rover-1,POSITION [0,42]
2023-09-25 11:48:50 ------- STEP: 433, EVENT: POSITION, UNIT: rover-1,POSITION [0,43]
2023-09-25 11:48:50 ------- STEP: 433, EVENT: SCAN, UNIT: rover-1,POSITION [0,43]
2023-09-25 11:48:50 ------- STEP: 434, EVENT: POSITION, UNIT: rover-1,POSITION [0,44]
2023-09-25 11:48:50 ------- STEP: 434, EVENT: SCAN, UNIT: rover-1,POSITION [0,44]
2023-09-25 11:48:50 ------- STEP: 435, EVENT: POSITION, UNIT: rover-1,POSITION [0,45]
2023-09-25 11:48:50 ------- STEP: 435, EVENT: SCAN, UNIT: rover-1,POSITION [0,45]
2023-09-25 11:48:50 ------- STEP: 436, EVENT: POSITION, UNIT: rover-1,POSITION [0,46]
2023-09-25 11:48:50 ------- STEP: 436, EVENT: SCAN, UNIT: rover-1,POSITION [0,46]
2023-09-25 11:48:50 ------- STEP: 437, EVENT: POSITION, UNIT: rover-1,POSITION [1,45]
2023-09-25 11:48:50 ------- STEP: 437, EVENT: SCAN, UNIT: rover-1,POSITION [1,45]
2023-09-25 11:48:50 ------- STEP: 438, EVENT: POSITION, UNIT: rover-1,POSITION [1,44]
2023-09-25 11:48:50 ------- STEP: 438, EVENT: SCAN, UNIT: rover-1,POSITION [1,44]
2023-09-25 11:48:50 ------- STEP: 439, EVENT: POSITION, UNIT: rover-1,POSITION [1,43]
2023-09-25 11:48:50 ------- STEP: 439, EVENT: SCAN, UNIT: rover-1,POSITION [1,43]
2023-09-25 11:48:50 ------- STEP: 440, EVENT: POSITION, UNIT: rover-1,POSITION [2,42]
2023-09-25 11:48:50 ------- STEP: 440, EVENT: SCAN, UNIT: rover-1,POSITION [2,42]
2023-09-25 11:48:50 ------- STEP: 441, EVENT: POSITION, UNIT: rover-1,POSITION [3,42]
2023-09-25 11:48:50 ------- STEP: 441, EVENT: SCAN, UNIT: rover-1,POSITION [3,42]
2023-09-25 11:48:50 ------- STEP: 442, EVENT: POSITION, UNIT: rover-1,POSITION [4,41]
2023-09-25 11:48:50 ------- STEP: 442, EVENT: SCAN, UNIT: rover-1,POSITION [4,41]
2023-09-25 11:48:50 ------- STEP: 443, EVENT: POSITION, UNIT: rover-1,POSITION [5,41]
2023-09-25 11:48:50 ------- STEP: 443, EVENT: SCAN, UNIT: rover-1,POSITION [5,41]
2023-09-25 11:48:50 ------- STEP: 444, EVENT: POSITION, UNIT: rover-1,POSITION [4,40]
2023-09-25 11:48:50 ------- STEP: 444, EVENT: SCAN, UNIT: rover-1,POSITION [4,40]
2023-09-25 11:48:50 ------- STEP: 445, EVENT: POSITION, UNIT: rover-1,POSITION [3,41]
2023-09-25 11:48:50 ------- STEP: 445, EVENT: SCAN, UNIT: rover-1,POSITION [3,41]
2023-09-25 11:48:50 ------- STEP: 446, EVENT: POSITION, UNIT: rover-1,POSITION [4,42]
2023-09-25 11:48:50 ------- STEP: 446, EVENT: SCAN, UNIT: rover-1,POSITION [4,42]
2023-09-25 11:48:50 ------- STEP: 447, EVENT: POSITION, UNIT: rover-1,POSITION [5,42]
2023-09-25 11:48:50 ------- STEP: 447, EVENT: SCAN, UNIT: rover-1,POSITION [5,42]
2023-09-25 11:48:50 ------- STEP: 448, EVENT: POSITION, UNIT: rover-1,POSITION [6,43]
2023-09-25 11:48:50 ------- STEP: 448, EVENT: SCAN, UNIT: rover-1,POSITION [6,43]
2023-09-25 11:48:50 ------- STEP: 449, EVENT: POSITION, UNIT: rover-1,POSITION [7,43]
2023-09-25 11:48:50 ------- STEP: 449, EVENT: SCAN, UNIT: rover-1,POSITION [7,43]
2023-09-25 11:48:50 ------- STEP: 450, EVENT: POSITION, UNIT: rover-1,POSITION [8,42]
2023-09-25 11:48:50 ------- STEP: 450, EVENT: SCAN, UNIT: rover-1,POSITION [8,42]
2023-09-25 11:48:50 ------- STEP: 451, EVENT: POSITION, UNIT: rover-1,POSITION [8,43]
2023-09-25 11:48:50 ------- STEP: 451, EVENT: SCAN, UNIT: rover-1,POSITION [8,43]
2023-09-25 11:48:50 ------- STEP: 452, EVENT: POSITION, UNIT: rover-1,POSITION [8,44]
2023-09-25 11:48:50 ------- STEP: 452, EVENT: SCAN, UNIT: rover-1,POSITION [8,44]
2023-09-25 11:48:50 ------- STEP: 453, EVENT: POSITION, UNIT: rover-1,POSITION [9,44]
2023-09-25 11:48:50 ------- STEP: 453, EVENT: SCAN, UNIT: rover-1,POSITION [9,44]
2023-09-25 11:48:50 ------- STEP: 454, EVENT: POSITION, UNIT: rover-1,POSITION [9,43]
2023-09-25 11:48:50 ------- STEP: 454, EVENT: SCAN, UNIT: rover-1,POSITION [9,43]
2023-09-25 11:48:50 ------- STEP: 455, EVENT: POSITION, UNIT: rover-1,POSITION [10,44]
2023-09-25 11:48:50 ------- STEP: 455, EVENT: SCAN, UNIT: rover-1,POSITION [10,44]
2023-09-25 11:48:50 ------- STEP: 456, EVENT: POSITION, UNIT: rover-1,POSITION [11,44]
2023-09-25 11:48:50 ------- STEP: 456, EVENT: SCAN, UNIT: rover-1,POSITION [11,44]
2023-09-25 11:48:50 ------- STEP: 457, EVENT: POSITION, UNIT: rover-1,POSITION [11,43]
2023-09-25 11:48:50 ------- STEP: 457, EVENT: SCAN, UNIT: rover-1,POSITION [11,43]
2023-09-25 11:48:50 ------- STEP: 458, EVENT: POSITION, UNIT: rover-1,POSITION [11,42]
2023-09-25 11:48:50 ------- STEP: 458, EVENT: SCAN, UNIT: rover-1,POSITION [11,42]
2023-09-25 11:48:50 ------- STEP: 459, EVENT: POSITION, UNIT: rover-1,POSITION [10,42]
2023-09-25 11:48:50 ------- STEP: 459, EVENT: SCAN, UNIT: rover-1,POSITION [10,42]
2023-09-25 11:48:50 ------- STEP: 460, EVENT: POSITION, UNIT: rover-1,POSITION [10,41]
2023-09-25 11:48:50 ------- STEP: 460, EVENT: SCAN, UNIT: rover-1,POSITION [10,41]
2023-09-25 11:48:50 ------- STEP: 461, EVENT: POSITION, UNIT: rover-1,POSITION [9,42]
2023-09-25 11:48:50 ------- STEP: 461, EVENT: SCAN, UNIT: rover-1,POSITION [9,42]
2023-09-25 11:48:50 ------- STEP: 462, EVENT: POSITION, UNIT: rover-1,POSITION [9,41]
2023-09-25 11:48:50 ------- STEP: 462, EVENT: SCAN, UNIT: rover-1,POSITION [9,41]
2023-09-25 11:48:50 ------- STEP: 463, EVENT: POSITION, UNIT: rover-1,POSITION [8,40]
2023-09-25 11:48:50 ------- STEP: 463, EVENT: SCAN, UNIT: rover-1,POSITION [8,40]
2023-09-25 11:48:50 ------- STEP: 464, EVENT: POSITION, UNIT: rover-1,POSITION [7,39]
2023-09-25 11:48:50 ------- STEP: 464, EVENT: SCAN, UNIT: rover-1,POSITION [7,39]
2023-09-25 11:48:50 ------- STEP: 465, EVENT: POSITION, UNIT: rover-1,POSITION [8,38]
2023-09-25 11:48:50 ------- STEP: 465, EVENT: SCAN, UNIT: rover-1,POSITION [8,38]
2023-09-25 11:48:50 ------- STEP: 466, EVENT: POSITION, UNIT: rover-1,POSITION [7,37]
2023-09-25 11:48:50 ------- STEP: 466, EVENT: SCAN, UNIT: rover-1,POSITION [7,37]
2023-09-25 11:48:50 ------- STEP: 467, EVENT: POSITION, UNIT: rover-1,POSITION [8,36]
2023-09-25 11:48:50 ------- STEP: 467, EVENT: SCAN, UNIT: rover-1,POSITION [8,36]
2023-09-25 11:48:50 ------- STEP: 468, EVENT: POSITION, UNIT: rover-1,POSITION [9,36]
2023-09-25 11:48:50 ------- STEP: 468, EVENT: SCAN, UNIT: rover-1,POSITION [9,36]
2023-09-25 11:48:50 ------- STEP: 469, EVENT: POSITION, UNIT: rover-1,POSITION [8,37]
2023-09-25 11:48:50 ------- STEP: 469, EVENT: SCAN, UNIT: rover-1,POSITION [8,37]
2023-09-25 11:48:50 ------- STEP: 470, EVENT: POSITION, UNIT: rover-1,POSITION [9,38]
2023-09-25 11:48:50 ------- STEP: 470, EVENT: SCAN, UNIT: rover-1,POSITION [9,38]
2023-09-25 11:48:50 ------- STEP: 471, EVENT: POSITION, UNIT: rover-1,POSITION [10,37]
2023-09-25 11:48:50 ------- STEP: 471, EVENT: SCAN, UNIT: rover-1,POSITION [10,37]
2023-09-25 11:48:50 ------- STEP: 472, EVENT: POSITION, UNIT: rover-1,POSITION [11,36]
2023-09-25 11:48:50 ------- STEP: 472, EVENT: SCAN, UNIT: rover-1,POSITION [11,36]
2023-09-25 11:48:50 ------- STEP: 473, EVENT: POSITION, UNIT: rover-1,POSITION [10,36]
2023-09-25 11:48:50 ------- STEP: 473, EVENT: SCAN, UNIT: rover-1,POSITION [10,36]
2023-09-25 11:48:50 ------- STEP: 474, EVENT: POSITION, UNIT: rover-1,POSITION [9,35]
2023-09-25 11:48:50 ------- STEP: 474, EVENT: SCAN, UNIT: rover-1,POSITION [9,35]
2023-09-25 11:48:50 ------- STEP: 475, EVENT: POSITION, UNIT: rover-1,POSITION [10,34]
2023-09-25 11:48:50 ------- STEP: 475, EVENT: SCAN, UNIT: rover-1,POSITION [10,34]
2023-09-25 11:48:50 ------- STEP: 476, EVENT: POSITION, UNIT: rover-1,POSITION [10,35]
2023-09-25 11:48:50 ------- STEP: 476, EVENT: SCAN, UNIT: rover-1,POSITION [10,35]
2023-09-25 11:48:50 ------- STEP: 477, EVENT: POSITION, UNIT: rover-1,POSITION [11,34]
2023-09-25 11:48:50 ------- STEP: 477, EVENT: SCAN, UNIT: rover-1,POSITION [11,34]
2023-09-25 11:48:50 ------- STEP: 478, EVENT: POSITION, UNIT: rover-1,POSITION [12,35]
2023-09-25 11:48:50 ------- STEP: 478, EVENT: SCAN, UNIT: rover-1,POSITION [12,35]
2023-09-25 11:48:50 ------- STEP: 479, EVENT: POSITION, UNIT: rover-1,POSITION [13,36]
2023-09-25 11:48:50 ------- STEP: 479, EVENT: SCAN, UNIT: rover-1,POSITION [13,36]
2023-09-25 11:48:50 ------- STEP: 480, EVENT: POSITION, UNIT: rover-1,POSITION [14,36]
2023-09-25 11:48:50 ------- STEP: 480, EVENT: SCAN, UNIT: rover-1,POSITION [14,36]
2023-09-25 11:48:50 ------- STEP: 481, EVENT: POSITION, UNIT: rover-1,POSITION [15,36]
2023-09-25 11:48:50 ------- STEP: 481, EVENT: SCAN, UNIT: rover-1,POSITION [15,36]
2023-09-25 11:48:50 ------- STEP: 482, EVENT: POSITION, UNIT: rover-1,POSITION [16,36]
2023-09-25 11:48:50 ------- STEP: 482, EVENT: SCAN, UNIT: rover-1,POSITION [16,36]
2023-09-25 11:48:50 ------- STEP: 483, EVENT: POSITION, UNIT: rover-1,POSITION [15,37]
2023-09-25 11:48:50 ------- STEP: 483, EVENT: SCAN, UNIT: rover-1,POSITION [15,37]
2023-09-25 11:48:50 ------- STEP: 484, EVENT: POSITION, UNIT: rover-1,POSITION [14,37]
